Ngày đăng bài,Năm SX,Tên xe,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu
16/10/2025,2020,Mitsubishi Xpander 1.5 AT,Nhập khẩu,N/A,SUV,75000,N/A,Xe cũ,Xăng
16/10/2025,2023,LandRover Defender 110 P400 3.0 AT,Nhập khẩu,TP HCM,SUV,12000,N/A,Xe cũ,Xăng
16/10/2025,2016,Toyota Prado TXL 2.7L,Nhập khẩu,N/A,SUV,150000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,Hà Nội,SUV,52000,N/A,Xe cũ,Xăng
16/10/2025,2019,Kia Sedona 3.3 GAT Premium,Lắp ráp trong nước,TP HCM,Van/Minivan,60000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Fortuner Legender 2.4L 4x2 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2022,Porsche Macan 2.0,Nhập khẩu,Hà Nội,SUV,35000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mazda 3 1.5 AT,Lắp ráp trong nước,N/A,Sedan,71000,N/A,Xe cũ,Xăng
16/10/2025,2025,MG G50 1.5 MT Com,Nhập khẩu,N/A,Van/Minivan,N/A,N/A,Xe mới,Xăng
16/10/2025,2018,Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT,Nhập khẩu,Hà Nội,SUV,86000,N/A,Xe cũ,Dầu
16/10/2025,2022,Mercedes Benz S class S450 4Matic,Nhập khẩu,Hà Nội,Sedan,23000,N/A,Xe cũ,Xăng
16/10/2025,2019,Kia Sedona 3.3 GAT Premium,Lắp ráp trong nước,TP HCM,Van/Minivan,60000,N/A,Xe cũ,Xăng
16/10/2025,2024,Mitsubishi Xpander Premium 1.5 AT,Nhập khẩu,Hà Nội,SUV,20000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Veloz Cross Top 1.5 CVT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Ranger Wildtrak 2.0L 4x4 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2023,Mercedes Benz C class C200 Avantgarde,Lắp ráp trong nước,N/A,Sedan,3300,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Hyundai Palisade Prestige 2.2 AT HTRAC,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2024,Hyundai Elantra 1.6 AT Tiêu chuẩn,Lắp ráp trong nước,TP HCM,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Mazda CX8 Premium,Lắp ráp trong nước,TP HCM,SUV,10000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Lexus RX 300,Nhập khẩu,Hà Nội,SUV,92000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,13000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia K3 Premium 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,45000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mercedes Benz E class E180,Lắp ráp trong nước,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2009,LandRover Discovery 4 HSE 5.0 V8,Nhập khẩu,TP HCM,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz GLC 200,Lắp ráp trong nước,Hà Nội,SUV,67000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Honda CRV L AWD,Lắp ráp trong nước,N/A,SUV,20000,N/A,Xe cũ,Xăng
16/10/2025,2023,Ford Everest Ambiente 2.0L 4x2 AT,Nhập khẩu,TP HCM,SUV,26000,N/A,Xe cũ,Dầu
16/10/2025,2025,VinFast VF3 Plus,Lắp ráp trong nước,Hà Nội,Hatchback,0,N/A,Xe cũ,Điện
16/10/2025,2025,Ford Everest Titanium 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Mitsubishi Triton 4x4 AT Mivec Premium,Nhập khẩu,Hà Nội,Bán tải / Pickup,80000,N/A,Xe cũ,Dầu
16/10/2025,2025,Hyundai Palisade Prestige 2.2 AT HTRAC,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2023,Honda HRV RS,Nhập khẩu,TP HCM,Crossover,12000,N/A,Xe cũ,Xăng
16/10/2025,2018,Porsche Panamera 3.0 V6,Nhập khẩu,Hà Nội,Sedan,96000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Sport 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2024,Mercedes Benz AMG GT 53 4Matic,Nhập khẩu,TP,Coupe,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,VinFast VF7 Eco,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2023,BMW 4 Series 430i Convertible M Sport,Nhập khẩu,Hà Nội,Convertible/Cabriolet,3250,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2020,Toyota Highlander Limited Hybrid 2.5 AWD,Nhập khẩu,Hà Nội,SUV,17000,N/A,Xe cũ,Hybrid
16/10/2025,2022,Audi A6 45 TFSI,Nhập khẩu,Hà Nội,Sedan,14000,N/A,Xe cũ,Xăng
16/10/2025,2013,LandRover Range Rover Supercharged 5.0,Nhập khẩu,Hà Nội,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2023,Mercedes Benz C class C300 AMG,Lắp ráp trong nước,N/A,Sedan,2000,N/A,Xe cũ,Xăng
16/10/2025,2009,LandRover Discovery 4 HSE 5.0 V8,Nhập khẩu,TP HCM,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz GLC 200,Lắp ráp trong nước,Hà Nội,SUV,67000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Toyota Yaris Cross 1.5 D-CVT,Nhập khẩu,Hà Nội,SUV,33000,N/A,Xe cũ,Xăng
16/10/2025,2022,VinFast VF8 Plus AWD,Lắp ráp trong nước,Hà Nội,SUV,190,N/A,Xe cũ,Điện
16/10/2025,2012,Hyundai Avante 1.6 AT,Lắp ráp trong nước,N/A,Sedan,160000,N/A,Xe cũ,Xăng
16/10/2025,2017,Mazda 2 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,100000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz GLE Class GLE 450 4Matic,Nhập khẩu,Hà Nội,SUV,28000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mercedes Benz S class S450L Limited Edition,Lắp ráp trong nước,TP HCM,Sedan,39000,N/A,Xe cũ,Xăng
16/10/2025,2023,Honda HRV RS,Nhập khẩu,TP HCM,Crossover,12000,N/A,Xe cũ,Xăng
16/10/2025,2024,Peugeot 3008 Premium,Lắp ráp trong nước,TP,Crossover,15700,N/A,Xe cũ,Xăng
16/10/2025,2018,Ford Ranger XLS 2.2L 4x2 MT,Nhập khẩu,TP HCM,Bán tải / Pickup,78000,N/A,Xe cũ,Dầu
16/10/2025,2025,VinFast VF7 Eco,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2023,BMW 4 Series 430i Convertible M Sport,Nhập khẩu,Hà Nội,Convertible/Cabriolet,3250,N/A,Xe cũ,Xăng
16/10/2025,2021,Mercedes Benz GLE Class GLE 450 4Matic,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Hybrid
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2015,Mercedes Benz V class V220d CDI,Nhập khẩu,Hà Nội,Van/Minivan,140012,N/A,Xe cũ,Dầu
16/10/2025,2022,Toyota Fortuner 2.7L 4x2 AT,Nhập khẩu,N/A,SUV,56000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Carnival Premium 2.2D,Lắp ráp trong nước,Hà Nội,Van/Minivan,79000,N/A,Xe cũ,Dầu
16/10/2025,2015,Toyota Corolla altis 1.8G AT,Lắp ráp trong nước,TP HCM,Sedan,90000,N/A,Xe cũ,Xăng
16/10/2025,2021,VinFast Lux SA 2.0 Plus 2.0 AT,Lắp ráp trong nước,N/A,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Mitsubishi Xforce GLX,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,BMW X3 sDrive20i M Sport,Lắp ráp trong nước,Hà Nội,SUV,29000,N/A,Xe cũ,Xăng
16/10/2025,2012,Hyundai Avante 1.6 AT,Lắp ráp trong nước,N/A,Sedan,160000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz GLS 450 4Matic,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2009,Hyundai SantaFe MLX 2.0L,Nhập khẩu,Hà Nội,SUV,120000,N/A,Xe cũ,Dầu
16/10/2025,2025,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,MG HS 1.5T LUX,Nhập khẩu,Hà Nội,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2007,Lexus RX 350,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz E class E200,Lắp ráp trong nước,Hà Nội,Sedan,90000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mazda 3 1.5L Deluxe,Lắp ráp trong nước,N/A,Sedan,38000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz C class C200 Avantgarde Plus,Lắp ráp trong nước,TP HCM,Sedan,48000,N/A,Xe cũ,Xăng
16/10/2025,2019,Ford Everest Titanium 2.0L 4x4 AT,Nhập khẩu,Hà Nội,SUV,76000,N/A,Xe cũ,Dầu
16/10/2025,2016,Lexus GX 460,Nhập khẩu,TP HCM,SUV,68000,N/A,Xe cũ,Xăng
16/10/2025,2025,Kia Carnival Signature 2.2D,Lắp ráp trong nước,Hà Nội,Van/Minivan,4800,N/A,Xe cũ,Dầu
16/10/2025,2020,Mercedes Benz S class S450L,Lắp ráp trong nước,Hà Nội,Sedan,30000,N/A,Xe cũ,Xăng
16/10/2025,2023,BMW 4 Series 430i Convertible M Sport,Nhập khẩu,TP HCM,Convertible/Cabriolet,22222,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,TP HCM,SUV,13580,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Carnival Premium 2.2D,Lắp ráp trong nước,Hà Nội,Van/Minivan,79000,N/A,Xe cũ,Dầu
16/10/2025,2019,Hyundai Tucson 2.0 ATH,Lắp ráp trong nước,Hà Nội,Crossover,10000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Xăng
16/10/2025,2018,BMW 5 Series 520i,Nhập khẩu,Hà Nội,Sedan,47000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus RX 350h Premium,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Hybrid
16/10/2025,2025,Volvo XC60 Plug-in Hybrid Ultra T8 AWD,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Hybrid
16/10/2025,2016,Toyota Prado TXL 2.7L,Nhập khẩu,Hà Nội,SUV,150000,N/A,Xe cũ,Xăng
16/10/2025,2007,Lexus RX 350,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2025,MG HS 1.5T LUX,Nhập khẩu,Hà Nội,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2015,Mercedes Benz E class E200,Lắp ráp trong nước,Hà Nội,Sedan,177000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mitsubishi Xpander Premium 1.5 AT,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2016,Mercedes Benz C class C300 AMG,Lắp ráp trong nước,Hà Nội,Sedan,113000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Ranger XLS 2.0L 4x2 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2019,Mercedes Benz E class E200,Lắp ráp trong nước,Hà Nội,Sedan,90000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mazda CX5 2.0 AT,Lắp ráp trong nước,Hà Nội,SUV,110000,N/A,Xe cũ,Xăng
16/10/2025,2019,Ford Everest Titanium 2.0L 4x4 AT,Nhập khẩu,Hà Nội,SUV,76000,N/A,Xe cũ,Dầu
16/10/2025,2022,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,TP HCM,SUV,13580,N/A,Xe cũ,Xăng
16/10/2025,2021,Audi Q5 Sportback Sline 45 TFSI Quattro,Nhập khẩu,Hà Nội,SUV,36000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF5 Plus,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2022,Hyundai SantaFe Cao cấp 2.2L HTRAC,Lắp ráp trong nước,Hà Nội,SUV,70000,N/A,Xe cũ,Dầu
16/10/2025,2008,Ford Everest 2.5L 4x2 MT,Lắp ráp trong nước,N/A,SUV,0,N/A,Xe cũ,Dầu
16/10/2025,2018,Peugeot 5008 1.6 AT,Lắp ráp trong nước,Hà Nội,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2022,BMW 5 Series 530i M Sport,Nhập khẩu,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,TP HCM,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Volvo XC60 Plug-in Hybrid Ultra T8 AWD,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Hybrid
16/10/2025,2016,Audi Q5 2.0 AT,Nhập khẩu,Hà Nội,SUV,60000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Carnival Signature 2.2D,Lắp ráp trong nước,Hà Nội,Van/Minivan,90000,N/A,Xe cũ,Dầu
16/10/2025,2023,Kia Sonet Premium 1.5 AT,Lắp ráp trong nước,Hà Nội,Crossover,20000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mazda 3 1.5L Luxury,Lắp ráp trong nước,Hà Nội,Sedan,80000,N/A,Xe cũ,Xăng
16/10/2025,2016,Toyota Prado TXL 2.7L,Nhập khẩu,Hà Nội,SUV,150000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Corolla Cross 1.8V,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2019,Honda HRV L,Nhập khẩu,Hà Nội,Crossover,40000,N/A,Xe cũ,Xăng
16/10/2025,2022,Peugeot 2008 GT Line 1.2 AT,Lắp ráp trong nước,Hà Nội,Crossover,50000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mazda CX5 2.0 AT,Lắp ráp trong nước,Hà Nội,SUV,110000,N/A,Xe cũ,Xăng
16/10/2025,2017,Mazda CX5 2.5 AT 2WD,Lắp ráp trong nước,Hà Nội,SUV,110000,N/A,Xe cũ,Xăng
16/10/2025,2015,Mitsubishi Pajero Sport G 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,90000,N/A,Xe cũ,Xăng
16/10/2025,2008,Honda Accord 2.4 AT,Nhập khẩu,N/A,Sedan,12000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,TP HCM,SUV,66000,N/A,Xe cũ,Xăng
16/10/2025,2024,BMW X3 sDrive20i M Sport,Lắp ráp trong nước,TP HCM,SUV,30000,N/A,Xe cũ,Xăng
16/10/2025,2009,Toyota Yaris 1.3 AT,Nhập khẩu,Hà Nội,Hatchback,120000,N/A,Xe cũ,Xăng
16/10/2025,2019,VinFast Fadil 1.4 AT Premium,Lắp ráp trong nước,Hà Nội,Hatchback,88000,N/A,Xe cũ,Xăng
16/10/2025,2022,BMW 5 Series 530i M Sport,Nhập khẩu,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Mazda CX8 Premium,Lắp ráp trong nước,TP HCM,SUV,48000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz G class G63 AMG,Nhập khẩu,TP HCM,SUV,5000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mitsubishi Xforce Ultimate,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,VinFast VF3 Plus,Lắp ráp trong nước,TP HCM,Hatchback,14000,N/A,Xe cũ,Điện
16/10/2025,2024,MG HS 1.5T LUX,Nhập khẩu,Hà Nội,Crossover,14000,N/A,Xe cũ,Xăng
16/10/2025,2024,BMW X3 xDrive30i M Sport,Lắp ráp trong nước,TP HCM,SUV,8500,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Corolla Cross 1.8HEV,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Hybrid
16/10/2025,2022,Kia Carnival Royal 2.2D,Lắp ráp trong nước,Hà Nội,Van/Minivan,40000,N/A,Xe cũ,Dầu
16/10/2025,2021,BMW X5 xDrive40i xLine,Nhập khẩu,TP HCM,SUV,50000,N/A,Xe cũ,Xăng
16/10/2025,2020,Ford Ranger XLS 2.2L 4x2 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,70000,N/A,Xe cũ,Dầu
16/10/2025,2020,VinFast Lux A 2.0 Base 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,61000,N/A,Xe cũ,Xăng
16/10/2025,2015,Mercedes Benz GLE Class GLE 400 4Matic Coupe,Nhập khẩu,TP HCM,Coupe,65000,N/A,Xe cũ,Xăng
16/10/2025,2017,Mazda CX5 2.5 AT 2WD,Lắp ráp trong nước,Hà Nội,SUV,110000,N/A,Xe cũ,Xăng
16/10/2025,2023,Kia Sonet Luxury 1.5 AT,Lắp ráp trong nước,Hà Nội,Crossover,27000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Fortuner 2.7L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Everest Sport 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2021,Volvo XC90 Recharge T8 AWD,Nhập khẩu,TP HCM,SUV,39000,N/A,Xe cũ,Hybrid
16/10/2025,2011,Nissan Qashqai LE AWD,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2017,Ford Ranger XLS 2.2L 4x2 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,140000,N/A,Xe cũ,Dầu
16/10/2025,2023,BMW 4 Series 430i Gran Coupe M Sport,Nhập khẩu,Hà Nội,Coupe,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Mitsubishi Xforce Ultimate,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2018,Mazda 6 2.0L Premium,Lắp ráp trong nước,TP HCM,Sedan,79000,N/A,Xe cũ,Xăng
16/10/2025,2015,Lexus ES 350,Nhập khẩu,TP HCM,Sedan,92000,N/A,Xe cũ,Xăng
16/10/2025,2013,Chevrolet Spark LTZ 1.0 AT,Lắp ráp trong nước,Hà Nội,Hatchback,120000,N/A,Xe cũ,Xăng
16/10/2025,2016,Lexus LS 460L,Nhập khẩu,Hà Nội,Sedan,71000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mazda CX5 Deluxe 2.0 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Corolla Cross 1.8V,Nhập khẩu,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Prado LC250 2.4L,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2019,Toyota Yaris 1.5G,Nhập khẩu,Hà Nội,Hatchback,50000,N/A,Xe cũ,Xăng
16/10/2025,2012,Audi A7 3.0 TFSI,Nhập khẩu,TP HCM,Sedan,87900,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,Đà Nẵng,SUV,20000,N/A,Xe cũ,Xăng
16/10/2025,2021,VinFast Lux SA 2.0 Base 2.0 AT,Lắp ráp trong nước,Hà Nội,SUV,55000,N/A,Xe cũ,Xăng
16/10/2025,2023,Lexus ES 250 F Sport,Nhập khẩu,Hà Nội,Sedan,8300,N/A,Xe cũ,Xăng
16/10/2025,2011,Toyota Camry 2.0E,Nhập khẩu,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2009,Toyota Land Cruiser VX 4.7 V8,Nhập khẩu,TP HCM,SUV,100,N/A,Xe cũ,Xăng
16/10/2025,2011,Nissan Qashqai LE AWD,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Mitsubishi Xpander 1.5 AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Everest Titanium Plus 2.0L 4x4 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2021,VinFast Lux A 2.0 Plus 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,27000,N/A,Xe cũ,Xăng
16/10/2025,2022,BMW X6 xDrive40i M Sport,Nhập khẩu,Hà Nội,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2023,Toyota Alphard Luxury Executive Lounge,Nhập khẩu,Hà Nội,Van/Minivan,10000,N/A,Xe cũ,Xăng
16/10/2025,2019,BMW 5 Series 530i Luxury Line,Nhập khẩu,Hà Nội,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz S class S450 4Matic Luxury,Nhập khẩu,TP HCM,Sedan,36000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Avanza Premio 1.5 AT,Lắp ráp trong nước,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Isuzu Dmax Type Z 1.9L 4x4 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2012,Audi A7 3.0 TFSI,Nhập khẩu,TP HCM,Sedan,87900,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz S class S450L,Lắp ráp trong nước,Hà Nội,Sedan,63000,N/A,Xe cũ,Xăng
16/10/2025,2024,Hyundai Custin Đặc Biệt 1.5T,Lắp ráp trong nước,TP HCM,Van/Minivan,33000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast Herio Green AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2021,Mercedes Benz C class C300 AMG,Lắp ráp trong nước,Hà Nội,Sedan,33000,N/A,Xe cũ,Xăng
16/10/2025,2024,Hyundai Accent Cao cấp 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,4000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,Hà Nội,SUV,55000,N/A,Xe cũ,Xăng
16/10/2025,2021,Jeep Wrangler Sport 2.0 4x4 AT,Nhập khẩu,Hà Nội,SUV,48000,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Carnival Signature 3.5G,Lắp ráp trong nước,Hà Nội,Van/Minivan,68000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mazda CX5 2.5 AT 2WD,Lắp ráp trong nước,N/A,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2021,VinFast Lux A 2.0 Plus 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,27000,N/A,Xe cũ,Xăng
16/10/2025,2024,Hyundai i10 1.2 AT,Lắp ráp trong nước,N/A,Hatchback,28000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Avanza Premio 1.5 AT,Lắp ráp trong nước,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Isuzu Dmax Type Z 1.9L 4x4 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2016,Toyota Fortuner 2.4G 4x2 MT,Nhập khẩu,Hà Nội,SUV,140000,N/A,Xe cũ,Dầu
16/10/2025,2020,Hyundai Accent 1.4 AT Đặc Biệt,Lắp ráp trong nước,Hà Nội,Sedan,73000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Fortuner 2.7L 4x2 AT,Nhập khẩu,Hà Nội,SUV,55000,N/A,Xe cũ,Xăng
16/10/2025,2017,Ford Ranger XLT 2.2L 4x4 MT,Nhập khẩu,Hà Nội,Bán tải / Pickup,130000,N/A,Xe cũ,Dầu
16/10/2025,2015,Bentley Mulsanne Speed,Nhập khẩu,Hà Nội,Sedan,44000,N/A,Xe cũ,Xăng
16/10/2025,2016,Lexus LX 570 Super Sport,Nhập khẩu,Hà Nội,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz S class S450L,Lắp ráp trong nước,Hà Nội,Sedan,63000,N/A,Xe cũ,Xăng
16/10/2025,2025,Gaz Gazelle NN 2.5 MT,Lắp ráp trong nước,TP HCM,Van/Minivan,N/A,N/A,Xe mới,Dầu
16/10/2025,2025,Lexus RX 350h Premium,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Hybrid
16/10/2025,2025,VinFast Herio Green AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2025,VinFast VF6 Eco,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2024,Hyundai Accent Cao cấp 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,4000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,Hà Nội,SUV,55000,N/A,Xe cũ,Xăng
16/10/2025,2021,Jeep Wrangler Sport 2.0 4x4 AT,Nhập khẩu,Hà Nội,SUV,48000,N/A,Xe cũ,Xăng
